KSCM	CSSD	TOP	KDU	Pirati	ANO	ODS	SZ	Svob	Usvit	Ostatni	Nevolici	mimo_byty	verici	vek_prumer	vdani	vzdelani_zakladni	vzdelani_stredni	vzdelani_maturita	vzdelani_vysoka	prac_studenti	nikdy_nezamestnani	studenti	nezamestnani	zamestnani	podnikatele	osvc
9	10	6	0	3	13	2	7	1	3	4	315	0.535	24.866	40.441	52.674	0	38.77	19.786	4.011	0.267	0	9.626	4.278	89.157	1.807	9.036
4	3	1	12	0	0	2	0	1	0	0	155	0	40.223	38.807	39.665	0	36.872	18.436	2.235	1.117	1.117	22.346	4.469	80.303	6.061	13.636
1	8	8	18	1	13	8	1	1	2	2	261	0	38.323	37.764	45.509	0.299	37.126	19.76	2.994	0.599	0.299	20.06	2.695	89.394	1.515	9.091
2	3	6	11	0	1	0	0	1	1	0	91	2.609	39.13	39.674	45.217	0	35.652	11.304	9.565	0	0	15.652	6.957	90.476	0.000	9.524
0	8	8	2	3	4	0	7	2	1	7	182	0.535	23.529	44.152	43.316	0	30.481	25.134	9.091	0	0.535	17.112	2.674	71.084	2.410	26.506
7	9	9	28	1	8	1	2	0	0	4	262	0.305	57.927	36.884	46.951	0.305	30.793	23.171	8.841	0.915	1.22	20.122	6.098	85.950	0.826	13.223
0	0	2	0	4	1	1	0	0	1	1	77	0	12.048	42.62	44.578	0	33.735	25.301	8.434	1.205	0	15.663	4.819	93.548	0.000	6.452
2	1	3	9	0	4	0	0	1	1	1	93	5	28.333	41.315	47.5	0.833	30	20	5.833	1.667	0.833	14.167	3.333	72.500	7.500	20.000
1	3	0	6	1	0	0	0	0	0	3	47	0	47.458	45.144	57.627	0	45.763	11.864	3.39	0	0	15.254	1.695	90.909	0.000	9.091
4	3	8	13	2	3	0	1	6	2	3	238	0	30.451	41.06	49.248	0.376	36.842	20.301	8.271	0.752	0.376	18.797	3.008	87.288	3.390	9.322
6	4	2	5	0	9	0	0	0	0	0	103	0	44.538	47.231	46.218	0.84	38.655	15.966	9.244	0	0	7.563	1.681	75.926	0.000	24.074
2	2	6	5	0	6	2	2	2	0	3	179	0	39.801	38.898	54.229	0.498	31.841	23.383	3.483	0	0.498	11.443	4.975	82.759	1.149	16.092
0	3	1	14	0	0	1	0	3	0	2	146	2.924	47.953	41.102	48.538	0	38.012	19.883	9.942	0.585	0.585	17.544	1.754	88.889	0.000	11.111
15	6	6	39	1	5	6	3	3	0	5	493	0.635	32.857	40.874	43.333	0.952	41.746	15.873	3.175	0.794	0.635	15.556	5.556	88.710	2.419	8.871
16	10	8	20	3	20	6	2	6	6	8	848	0.292	15.01	38.676	44.152	0.097	34.893	17.739	5.75	0.585	0.975	13.645	3.606	85.965	2.412	11.623
1	4	0	0	0	4	0	0	1	0	3	67	0	26.19	37.271	42.857	0	29.762	14.286	2.381	0	1.19	15.476	3.571	87.879	0.000	12.121
5	22	8	4	0	13	3	2	1	4	3	331	0.769	14.103	39.428	47.692	0.256	37.179	18.974	4.359	0	1.026	12.051	2.821	83.436	4.294	12.270
9	4	8	12	1	5	0	2	2	0	2	249	0	38.511	39.259	51.133	0	30.421	20.388	8.738	0.647	0.324	20.065	2.265	85.039	2.362	12.598
2	3	3	1	1	0	2	0	2	4	4	212	1.064	10.638	40.014	45.39	0	36.879	16.667	3.546	0.355	0	14.894	4.255	84.956	2.655	12.389
2	2	0	2	1	5	0	0	0	0	0	50	0	38.182	45.773	38.182	0	40	21.818	1.818	1.818	0	16.364	3.636	80.000	0.000	20.000
10	5	2	0	4	2	0	0	2	0	0	173	0.985	15.764	41.278	52.709	0	37.931	19.212	6.897	1.478	0.493	9.852	4.433	85.714	0.000	14.286
2	7	0	1	1	6	0	0	0	1	0	95	0	17.526	46.188	42.268	0	39.175	19.588	7.216	1.031	1.031	13.402	5.155	85.714	7.143	7.143
75	88	95	179	38	80	91	29	32	20	62	4555	0.325	24.314	42.208	44.314	0.325	30.794	22.491	9.188	0.523	1.119	16.011	5.957	82.546	3.433	14.020
106	86	79	181	47	101	43	21	23	19	43	4714	0.381	17.12	41.092	45.33	0.243	34.673	22.457	6.827	0.641	0.884	15.162	4.176	85.907	2.124	11.969
2	4	1	3	2	8	3	0	2	1	1	114	0	29.464	39.179	50.893	0	33.929	25	4.464	0.893	0	16.071	0	90.000	3.333	6.667
2	1	1	5	1	0	1	1	2	1	3	93	5.085	20.339	38.799	38.983	0	27.966	23.729	5.085	0	0.847	21.186	7.627	80.952	9.524	9.524
1	5	5	12	0	2	8	0	2	0	1	99	0	46.565	38.149	48.855	0	26.718	28.244	7.634	0	0	22.137	1.527	88.235	0.000	11.765
2	5	2	1	0	14	2	0	0	0	1	177	0	15.837	43.115	48.869	0.452	36.199	19.91	8.597	2.262	0	13.122	4.072	88.636	4.545	6.818
5	6	0	2	1	2	1	0	0	1	3	66	0	23.711	41.021	37.113	1.031	38.144	15.464	2.062	0	1.031	18.557	8.247	82.143	0.000	17.857
3	1	1	0	0	1	4	2	1	1	2	29	0	32.432	39.608	27.027	0	29.73	13.514	8.108	0	0	13.514	10.811	77.778	5.556	16.667
2	1	0	7	0	3	3	0	0	0	1	35	0	27.907	51.035	55.814	0	20.93	23.256	4.651	0	0	20.93	6.977	93.750	0.000	6.250
16	20	24	26	2	27	10	1	6	7	7	1044	0.472	14.803	38.773	51.181	0.236	32.362	24.646	8.819	0.551	0.472	17.48	4.173	82.137	4.508	13.356
10	8	19	7	1	7	9	5	3	1	5	480	2.455	12.439	40.084	40.917	0.491	33.224	24.059	8.183	0.818	0.491	14.566	4.419	84.528	2.264	13.208
6	3	0	4	0	1	2	0	0	3	2	132	0	31.293	40.146	46.939	0	44.898	21.769	2.721	0	0	11.565	3.401	89.873	1.266	8.861
0	5	5	1	3	4	2	5	1	1	1	105	5.97	32.09	38.701	49.254	1.493	25.373	20.149	5.97	0	0	16.418	2.985	88.679	1.887	9.434
6	0	9	9	5	7	5	2	0	2	1	252	1.017	11.186	37.116	43.39	0	26.441	23.39	8.814	0.339	0.339	19.661	5.085	84.000	0.800	15.200
0	2	4	1	1	6	0	0	0	2	0	45	0	10.638	47.862	46.809	0	40.426	12.766	8.511	0	0	12.766	8.511	81.250	0.000	18.750
11	4	16	8	9	4	5	5	8	4	5	663	1.425	16.508	38.765	49.406	0	31.829	23.278	7.007	0.238	0.594	14.964	3.207	77.684	4.802	17.514
7	11	6	16	10	11	0	0	3	6	4	316	0	24.812	37.893	49.624	0.251	37.343	19.799	4.511	0.501	0	19.048	2.757	89.205	1.136	9.659
2	3	5	10	2	1	5	0	0	0	1	94	1	47	42.81	54	1	39	13	4	0	0	15	5	75.676	2.703	21.622
3	8	3	16	4	5	2	0	0	0	7	187	0	48.276	38.418	48.276	0	32.328	21.983	5.172	1.293	0.431	19.828	3.017	78.723	3.191	18.085
1	8	2	7	0	4	3	0	3	2	2	145	0.556	20.556	41.008	48.333	0	35.556	26.111	5.556	0.556	0	13.333	1.667	82.609	4.348	13.043
2	0	3	0	1	1	0	1	0	0	0	53	7.792	16.883	34.149	57.143	0	46.753	12.987	2.597	0	0	12.987	3.896	80.000	0.000	20.000
3	7	4	13	0	8	0	0	1	2	2	163	0	47.032	39.769	44.292	0	42.922	16.438	5.023	0	0.457	18.265	4.566	92.222	1.111	6.667
6	0	0	9	0	1	0	0	0	0	1	45	0	38	49.4	52	0	42	8	0	0	0	14	6	88.235	0.000	11.765
8	9	3	26	5	13	4	1	1	3	3	351	1.706	34.115	36.825	47.122	0	30.49	23.241	10.661	0.213	0.426	20.469	3.412	84.817	4.188	10.995
0	2	0	6	9	2	1	0	0	0	1	64	0	59.036	41.934	53.012	0	30.12	21.687	4.819	1.205	0	21.687	0	84.375	0.000	15.625
1	3	2	5	1	1	0	0	1	0	3	104	0	19.672	38.615	42.623	0	36.885	21.311	3.279	0.82	1.639	16.393	5.738	85.106	0.000	14.894
7	4	12	7	7	3	3	2	2	0	3	366	1.183	24.26	37.118	47.633	0.592	36.391	22.781	3.846	1.183	0.888	20.71	5.325	75.342	3.425	21.233
583	1273	428	861	160	668	235	130	195	144	303	23977	0.707	18.841	42.49	41.068	0.521	25.746	26.137	13.538	0.635	0.943	14.012	5.245	83.311	5.120	11.569
13	16	6	24	2	7	1	1	2	8	4	361	3.018	26.761	41.803	47.686	0.201	37.022	19.718	4.024	0.402	1.408	13.682	5.231	77.725	4.739	17.536
3	7	10	5	1	7	0	0	3	1	2	245	0	18.605	39.697	49.834	0.332	30.565	22.591	8.97	0	0	16.944	3.654	85.124	4.132	10.744
10	15	7	25	4	13	1	1	4	1	8	457	0.193	15.83	40.378	43.629	0.965	35.328	21.622	5.019	0.579	0.386	14.286	6.178	85.279	4.569	10.152
7	3	3	5	1	8	2	0	0	2	2	126	0	35.862	38.257	39.31	1.379	36.552	19.31	2.759	0	0.69	19.31	2.759	88.889	1.852	9.259
5	2	3	5	3	5	3	0	0	1	0	158	0	17.209	40.575	44.186	1.395	39.535	12.558	2.791	1.395	0.465	16.279	7.442	77.778	0.000	22.222
26	8	1	9	0	7	2	0	0	10	5	303	2.801	23.529	43.343	44.258	0.28	32.773	22.129	5.602	0	0.84	15.126	5.042	83.582	1.493	14.925
6	18	14	60	4	29	7	4	14	7	4	736	0.224	38.143	41.374	44.407	0.336	34.676	24.385	5.481	0.447	1.119	15.548	6.152	82.192	3.014	14.795
125	206	95	204	41	198	69	37	59	132	78	6985	0.44	22.575	42.04	42.854	0.22	33.166	23.552	9.199	0.574	1.051	15.355	6.255	80.628	4.919	14.454
5	7	0	4	0	5	1	0	0	0	5	153	0	25.926	50.553	37.037	0	30.688	23.81	3.175	0	1.587	7.937	5.291	82.353	1.471	16.176
22	11	3	15	2	6	1	0	0	2	7	348	0.228	16.21	41.564	43.151	0.457	43.151	16.21	2.968	0	0.913	13.47	7.078	84.354	2.041	13.605
283	344	95	291	62	224	111	36	89	66	102	9638	0.247	21.123	42.425	43.981	0.298	31.484	22.348	9.783	0.459	0.715	13.654	4.747	84.375	3.958	11.667
11	6	2	25	3	4	0	0	0	3	1	206	0	40.079	37.131	54.365	0	33.333	17.46	7.143	0.397	0.397	16.27	2.778	78.448	1.724	19.828
18	5	1	3	1	6	2	0	0	3	3	131	0	24.699	40.97	33.133	0	26.506	15.663	7.831	0.602	2.41	15.663	7.831	89.130	2.174	8.696
132	151	60	138	24	138	54	12	37	49	64	5855	0.131	18.823	41.331	42.677	0.319	33.701	23.738	7.062	0.45	1.03	13.979	5.481	88.390	2.801	8.809
2	8	3	7	2	7	3	2	3	4	3	294	1.153	35.447	40.905	45.533	0	39.769	15.562	5.764	0.288	1.441	16.138	8.357	89.147	3.101	7.752
96	144	37	56	20	112	40	14	27	28	32	4092	0.183	12.049	40.64	42.875	0.387	35.637	21.692	6.463	0.51	1.101	14.699	5.994	88.683	2.160	9.156
11	22	12	25	1	20	9	2	2	2	10	463	3.131	24.494	42.472	49.171	0	35.175	17.495	7.919	0.184	1.289	15.101	6.077	86.512	3.256	10.233
13	6	5	10	3	1	3	1	3	2	3	203	0	42.917	44.217	43.333	0.417	33.75	20	5.417	0	0.833	13.333	7.083	81.159	1.449	17.391
3	7	10	16	8	14	5	3	1	4	12	303	0.506	35.19	38.41	43.038	0.506	29.367	21.266	8.354	0	1.519	19.747	6.835	82.857	2.857	14.286
2	18	3	8	2	4	1	0	2	2	1	250	0	25.402	36.114	49.196	0	26.045	24.116	7.717	0.643	1.286	19.293	6.431	81.739	6.087	12.174
3	12	6	22	7	9	0	1	0	6	4	266	0.324	37.864	43.186	47.573	0	39.159	21.683	5.825	0.647	1.294	14.563	7.443	91.057	0.813	8.130
74	54	19	64	9	49	10	6	21	19	45	2363	1.128	17.307	43.353	41.029	0.176	36.447	17.906	6.204	0.388	1.022	13.289	8.636	82.860	2.253	14.887
21	32	13	57	2	19	22	0	4	5	12	793	0.414	37.681	42.388	45.549	0.311	35.507	21.532	8.178	0.725	0.414	15.528	5.176	85.891	3.218	10.891
7	0	0	5	1	2	0	0	0	2	0	44	1.923	32.692	55.096	44.231	0	46.154	19.231	5.769	0	0	1.923	11.538	80.000	0.000	20.000
7	6	1	7	0	8	3	0	1	4	1	215	0	34.677	41.476	45.968	0	30.645	22.984	9.677	0.806	0.403	14.919	4.032	89.796	1.020	9.184
40	50	21	55	4	34	22	2	3	8	22	1833	0.311	24.723	41.859	43.054	0.133	35.464	21.926	6.569	0.355	0.577	14.07	4.128	87.218	2.470	10.311
8	5	7	34	1	17	1	0	2	6	7	389	1.258	29.35	42.044	44.444	0.419	32.075	19.916	7.757	0.629	2.096	15.933	6.499	84.324	2.703	12.973
8	1	7	10	1	11	4	0	2	5	8	324	0	35.663	38.155	47.711	0	35.663	17.108	3.855	0	0.482	16.867	5.301	79.268	3.659	17.073
6	13	12	13	0	9	1	1	6	0	3	393	0.405	24.291	38.246	41.903	0.405	38.866	16.194	3.441	0.202	1.012	16.397	6.275	85.380	2.339	12.281
7	25	12	14	6	17	3	1	5	13	5	775	0.94	33.542	39.036	46.395	0.522	35.319	22.466	6.061	0.627	1.358	14.42	6.583	82.064	3.931	14.005
7	9	3	12	1	12	3	1	1	4	7	361	0.435	22.391	38.987	45.217	0.652	35.435	21.087	6.087	0.87	0.435	14.565	4.783	86.022	2.151	11.828
6	10	3	21	1	3	0	0	1	3	10	397	0	43.723	41.779	48.268	0	40.909	17.532	6.277	1.299	1.299	12.121	5.628	82.474	3.093	14.433
25	21	8	35	2	9	5	1	2	3	4	483	0.517	24.31	40.291	44.655	0.345	37.931	18.103	5.517	0.517	1.379	15.172	6.379	80.717	1.794	17.489
6	6	12	25	3	19	2	0	3	5	10	596	0	27.73	38.899	51.437	0.144	35.057	22.126	7.04	0.431	0.862	15.661	2.874	81.931	2.181	15.888
2	7	4	21	3	14	5	2	4	5	5	459	0	40.338	38.954	48.78	0	34.709	19.887	4.69	0.563	0.375	16.135	3.189	75.403	7.258	17.339
65	63	12	73	20	32	17	3	17	28	16	2311	0.529	15.827	39.853	44.871	0.529	35.178	21.678	5.887	0.529	1.234	15.862	7.05	88.086	1.689	10.225
4	10	0	1	1	8	3	0	0	0	4	312	0.273	25.956	41.5	46.448	0.273	42.35	22.131	5.738	0.546	0.273	15.027	3.279	86.364	3.896	9.740
1	6	1	4	0	9	0	1	4	1	8	196	0	23.83	41.282	45.957	0.426	38.723	19.574	3.404	0.426	0	18.298	2.979	97.087	0.000	2.913
10	8	2	9	5	8	4	1	2	6	5	338	0	20.782	41.735	48.655	0	40.342	18.582	3.667	0.978	0.244	14.425	5.868	88.690	1.190	10.119
2	10	2	10	1	14	4	3	1	2	4	369	0	31.533	39.34	41.685	0	35.205	19.87	6.479	1.08	0.432	18.143	5.4	93.370	1.105	5.525
3	11	0	11	0	6	3	0	2	1	3	194	1.869	36.449	42.187	40.187	1.869	33.645	19.159	6.075	1.869	1.402	12.617	4.673	87.500	1.136	11.364
18	43	4	29	1	20	3	1	4	9	19	724	0.12	26.316	45.696	40.072	3.11	38.756	16.866	2.392	0.598	0.478	12.201	6.22	81.783	2.713	15.504
27	19	5	19	1	16	11	2	7	8	10	600	0.552	20.856	40.817	47.099	0.691	36.74	19.89	5.801	0.138	0.691	17.818	6.63	89.655	1.379	8.966
8	4	9	34	7	8	4	3	3	5	4	413	0.781	33.203	41.054	46.289	0.391	37.891	25.391	4.688	1.172	2.148	12.891	7.813	85.279	3.553	11.168
8	22	3	9	2	15	3	5	0	10	13	598	0.143	28.816	40.503	47.932	0.285	39.515	18.117	7.989	0.713	0.571	15.692	4.28	89.456	1.020	9.524
20	28	6	40	4	23	9	2	4	12	18	994	0.245	40.082	40.182	43.184	0.163	35.429	19.918	5.959	0.653	1.306	14.612	4.898	84.524	1.190	14.286
23	7	3	13	2	5	2	1	3	3	4	440	4.545	18.909	41.635	42.545	0.545	31.091	20.182	5.818	0	0.364	14.182	5.091	80.928	0.515	18.557
24	25	5	45	7	22	0	0	7	5	9	890	0.569	26.825	39.549	47.204	0.095	35.64	22.559	7.678	0.569	0.569	14.597	4.834	81.838	3.205	14.957
11	16	5	33	0	14	5	2	6	9	4	567	0.145	48.046	41.971	49.493	0.145	34.732	19.682	4.631	0.579	0.434	14.761	2.315	82.642	2.642	14.717
9	10	12	9	4	6	5	0	3	4	5	597	0.577	22.655	42.753	48.341	0.433	39.25	21.645	5.195	0.722	1.01	15.44	7.937	81.102	5.906	12.992
2	10	7	15	3	10	3	1	1	7	16	523	4.866	27.517	42.777	43.792	0	39.094	18.456	6.711	0.168	1.174	14.094	7.718	73.593	4.329	22.078
0	18	8	27	3	8	6	0	4	1	4	486	0.506	38.449	40.394	44.857	0	36.256	19.393	4.384	0.337	0.506	17.538	4.384	83.462	1.923	14.615
12	11	5	19	6	6	1	2	4	6	6	301	0	25.199	38.479	46.684	0	31.565	23.342	7.162	0.531	0	16.976	4.775	82.270	2.837	14.894
1	17	2	14	1	16	6	0	4	9	7	484	1.375	23.883	41.653	45.361	0.344	37.629	18.213	7.216	0.687	1.203	13.918	6.701	82.379	3.084	14.537
11	16	8	11	1	5	0	2	2	6	9	279	0	27.928	41.801	39.339	0.3	39.64	16.517	4.204	0.3	0.901	15.015	8.108	92.373	0.847	6.780
16	19	7	16	0	12	11	7	4	2	7	539	0.582	33.624	41.049	42.94	0.291	35.226	19.36	10.044	0.437	1.456	15.575	8.151	82.558	3.488	13.953
7	2	1	1	1	5	2	0	3	0	1	216	0	19.679	38.654	41.767	1.205	39.759	14.056	6.024	1.205	0.402	17.671	3.614	85.567	4.124	10.309
2	13	4	19	0	4	1	0	0	2	0	131	0	40.964	38.512	36.145	0	45.783	15.06	1.807	0.602	1.205	18.072	4.819	83.582	1.493	14.925
15	27	11	19	2	19	2	1	1	3	7	399	0.628	30.753	43.061	41.632	1.046	41.004	19.247	4.184	0.209	1.674	10.669	10.669	83.333	3.889	12.778
1	1	4	18	0	1	3	0	1	3	3	227	0.733	28.205	41.104	39.56	0.366	32.967	21.612	8.425	0	0.733	17.949	5.495	71.875	2.083	26.042
5	1	2	5	0	3	0	0	0	4	7	154	0.585	11.111	41.137	46.199	0	46.199	11.111	1.17	0.585	1.754	15.205	9.357	85.455	0.000	14.545
7	11	2	9	7	6	2	1	0	1	1	302	0	22.078	41.047	41.039	0.519	37.403	19.74	3.896	0.779	1.039	15.325	6.234	80.132	2.649	17.219
4	12	0	16	0	10	0	1	1	4	9	375	1.382	36.406	42.029	49.078	0	36.636	21.659	5.3	0	0.461	15.668	5.76	81.714	4.000	14.286
3	3	5	20	2	7	1	1	2	8	4	259	0	44.479	41.288	46.626	0	39.264	19.325	4.601	0.307	0.307	16.871	3.988	88.800	4.000	7.200
24	13	3	11	3	12	2	3	2	7	2	595	0.134	16.756	42.555	47.989	0.536	39.276	16.488	4.692	0.268	1.609	13.673	6.3	83.032	2.888	14.079
42	37	5	29	6	21	6	2	3	4	14	1282	0.13	20.352	40.962	41.683	2.153	34.247	19.961	5.545	0.326	0.913	15.917	5.675	85.767	1.848	12.384
33	41	7	64	11	20	8	3	3	12	14	1701	0.345	22.906	39.758	43.793	0.246	36.108	18.916	5.813	0.788	0.936	14.384	6.552	85.912	2.516	11.572
18	14	7	29	3	5	4	5	2	1	8	515	0.488	23.252	40.134	44.228	0.163	38.211	18.862	4.553	0.163	0.813	15.935	3.902	84.274	1.613	14.113
6	13	5	36	5	28	2	4	0	6	7	494	0.355	34.397	40.69	47.163	0.177	35.816	20.213	6.383	1.241	0.887	18.972	4.078	84.052	3.017	12.931
9	11	1	32	2	10	1	0	0	5	11	596	0.411	44.521	39.297	45.616	0.411	31.233	20	4.932	0.137	0.685	18.356	3.425	77.570	2.492	19.938
686	1023	647	544	292	1028	358	181	273	249	498	36461	0.517	14.033	42.019	41.695	0.216	28.43	26.504	11.394	0.602	0.867	13.741	5.678	82.596	3.794	13.610
35	21	3	42	1	26	12	2	6	14	12	831	0	11.187	39.681	47.105	0.393	33.857	20.51	8.342	0.981	0.883	15.702	5.79	80.977	3.085	15.938
16	15	3	12	9	20	1	1	2	15	11	417	0.203	19.675	40.01	48.884	0.203	35.903	21.907	6.491	0.406	0	16.836	5.477	81.609	4.023	14.368
4	6	0	2	0	6	1	0	4	1	2	244	0	12.903	35.952	41.613	0.968	35.484	18.065	2.903	1.29	1.613	14.194	6.774	87.736	1.887	10.377
5	12	7	27	0	11	1	1	0	4	3	381	0	27.851	41.656	38.377	0.219	39.035	19.298	6.14	0.439	1.535	15.57	8.772	83.333	2.151	14.516
9	3	2	5	1	0	0	0	4	0	2	110	0	25.758	41.955	46.97	0.758	36.364	15.152	3.03	1.515	0	12.879	5.303	87.234	4.255	8.511
20	20	2	27	2	17	2	1	2	1	9	732	0.691	20.507	43.017	50.346	0.922	36.175	23.041	3.917	0.806	1.037	14.401	5.991	82.178	1.980	15.842
15	18	11	37	10	14	22	1	12	5	12	1216	0.345	15.517	39.645	45.034	0.207	37.172	18.69	6.69	0.621	0.897	16.828	6	81.647	2.573	15.780
0	4	2	10	1	6	5	1	1	2	4	182	0	26.214	44.069	45.631	0.485	35.922	22.816	5.34	0.485	0.971	13.107	4.854	83.544	2.532	13.924
4	4	3	14	0	6	0	1	2	0	3	355	1.018	28.753	42.726	49.873	0.254	37.913	19.338	5.089	0.254	0.763	11.959	5.089	82.895	0.658	16.447
3	4	2	20	1	6	0	0	0	2	2	277	0	47.634	42.882	48.265	0.631	38.17	18.297	4.416	0.315	2.208	15.457	6.625	85.088	1.754	13.158
12	6	5	11	3	50	6	6	8	0	12	418	0.212	21.186	42.055	45.975	0.212	36.653	21.186	6.992	0.424	0.212	18.008	4.873	79.532	1.170	19.298
33	37	6	20	4	13	6	4	3	9	10	844	0.294	13.014	40.834	48.63	0.098	33.366	20.939	6.556	0.391	0.978	15.558	4.892	81.586	2.813	15.601
19	16	1	4	3	6	2	0	6	3	8	450	0.778	12.84	40.896	46.304	0.195	42.412	17.51	3.307	0.195	1.751	17.704	8.171	85.116	1.395	13.488
21	26	23	7	4	29	11	6	4	11	13	1045	0.482	16.693	42.117	43.339	0.401	33.467	20.626	6.019	0.241	1.124	13.804	6.18	85.169	4.045	10.787
20	8	9	22	3	13	1	1	9	1	9	436	0.188	16.51	41.692	49.531	0	32.645	23.265	7.88	0.75	0.75	14.447	5.253	86.000	5.000	9.000
6	10	5	14	2	10	3	0	0	6	3	260	0	26.712	38.765	47.945	0.342	36.986	23.63	7.192	0.685	0.685	14.041	3.425	82.707	2.256	15.038
11	13	7	36	2	13	1	0	0	5	16	636	0.887	19.518	38.275	38.783	2.028	31.052	13.688	3.676	0.507	2.915	15.082	8.745	84.000	1.778	14.222
17	9	6	6	0	1	2	0	3	3	12	448	0.943	14.528	40.483	42.642	0.189	38.302	18.302	4.34	0	0.566	14.528	5.66	88.703	2.929	8.368
5	12	7	8	2	10	2	3	2	6	8	442	0.765	16.252	41.671	43.021	0.765	42.447	15.87	4.78	1.338	1.338	13.767	8.795	89.796	2.551	7.653
5	10	2	14	3	10	2	0	0	4	4	385	0	14.072	36.826	42.217	0.426	32.836	19.19	6.397	0.64	1.279	18.55	4.904	89.362	2.660	7.979
2	7	1	8	2	9	3	0	0	3	2	213	0.397	28.175	42.699	48.016	0.794	42.063	15.873	3.571	0.794	1.19	12.302	8.73	91.954	0.000	8.046
6	3	3	2	3	4	2	1	0	5	5	290	0	15.198	42.488	44.377	0	41.641	12.462	7.295	0	0.304	16.413	4.863	81.890	3.937	14.173
15	18	1	38	1	13	0	1	0	0	8	758	0.215	32.725	40.389	42.597	0.429	37.554	17.597	3.112	0.429	1.18	13.948	5.901	88.796	1.120	10.084
2	13	5	17	1	11	4	0	0	2	10	331	0	14.483	37.836	43.218	0.46	31.264	16.322	2.989	0.46	2.759	18.391	8.736	85.185	2.222	12.593
3	2	3	2	1	4	0	0	2	0	3	186	0	18.095	42.591	47.619	0	34.762	23.333	3.333	0.476	0.476	13.81	3.81	80.899	2.247	16.854
28	10	14	23	8	14	14	1	0	1	9	624	0.383	14.432	40.673	48.148	0.128	35.76	18.263	6.641	0.255	0.766	14.943	5.875	82.807	4.211	12.982
23	24	10	33	1	10	3	2	1	1	6	517	0.327	29.296	41.212	47.463	0.164	36.498	16.203	5.728	0.655	0.655	16.203	5.237	84.519	1.255	14.226
16	16	10	12	6	14	7	2	0	4	7	395	0.644	16.738	41.672	42.489	0.644	38.197	17.382	6.867	0.429	0.215	12.876	4.721	85.185	1.587	13.228
2	6	3	10	1	7	1	0	0	1	10	228	1	28.333	50.333	35.667	0.333	34.667	16.333	6	0.333	1.333	9.333	4	79.762	1.190	19.048
5	7	1	6	1	1	3	0	0	1	0	287	0.556	27.778	43.136	47.5	0.556	35.556	16.667	5.833	0	1.667	12.778	8.056	84.746	2.542	12.712
17	12	4	18	5	17	3	1	1	8	6	637	0	15.55	39.36	44.374	0.379	34.64	17.573	6.953	0.506	0.253	15.424	6.448	83.217	4.545	12.238
13	12	4	5	1	10	0	0	1	3	12	232	1.141	19.392	41.481	47.529	0.38	38.403	18.251	3.802	0.76	1.141	15.97	5.323	88.136	0.847	11.017
60	84	47	88	14	56	17	12	4	16	30	2280	0.645	23.209	41.29	45.415	0.43	35.638	21.024	7.342	0.43	0.716	15.115	5.981	82.644	4.137	13.219
38	47	35	59	13	46	11	8	29	10	26	2276	0.322	16.697	41.523	46.614	0.179	32.461	22.429	9.638	0.43	0.824	14.511	4.694	81.324	5.984	12.693
14	6	1	13	0	1	1	0	1	1	6	243	0	35.593	42.063	46.78	0.339	40.678	17.627	4.746	0.339	1.017	12.881	7.119	88.793	1.724	9.483
18	18	11	23	8	35	8	8	9	11	20	1170	0.207	17.218	38.827	49.242	0.689	33.127	20.799	7.3	0.482	0.964	17.7	5.441	83.649	5.336	11.015
8	10	2	14	2	16	3	6	3	1	4	482	0.349	17.801	40.514	43.63	0.349	36.649	21.117	4.538	1.047	1.047	17.452	5.41	82.589	3.125	14.286
8	11	11	42	1	8	4	1	7	4	5	479	0.533	24.689	44.256	48.135	0.888	30.906	20.959	7.815	0.355	0.533	14.92	6.394	83.645	4.673	11.682
3	6	6	8	0	6	3	1	1	1	5	311	0	17.738	41.469	49.871	0	33.419	24.936	5.913	0.257	1.285	13.111	4.884	83.333	3.205	13.462
21	19	4	63	3	25	3	3	4	5	4	602	0.54	44.669	43.097	49.933	0.135	34.548	21.323	6.883	0.81	0	15.115	3.644	87.625	2.341	10.033
8	18	4	16	1	18	2	1	0	0	5	482	0.559	26.816	42.56	44.134	0.559	37.244	16.946	3.911	0.559	1.862	13.035	9.125	86.316	1.579	12.105
13	13	4	19	6	9	3	1	1	2	4	317	0.542	26.287	44.936	50.407	0.271	38.211	20.325	4.878	0.271	1.084	12.466	5.962	88.321	2.190	9.489
8	5	3	3	1	15	1	0	1	2	2	408	0	14.73	39.938	42.324	0.415	36.515	18.672	5.394	0.622	1.245	15.768	6.017	83.163	1.531	15.306
15	32	14	15	5	39	21	0	6	9	22	1241	5.144	14.496	42.428	48.297	0.267	32.465	23.514	10.154	0.534	0.802	11.757	5.478	78.146	6.457	15.397
25	8	6	18	5	15	13	5	1	10	6	585	0.906	14.502	43.228	48.64	0.151	37.462	20.091	4.683	0.604	0.604	14.35	5.589	83.401	1.619	14.980
43	39	9	34	6	25	20	5	3	5	22	1603	0.301	21.443	40.796	45.491	0.752	37.625	18.838	6.162	0.351	1.002	16.333	5.661	86.352	3.018	10.630
20	22	5	32	8	29	10	3	2	3	15	1038	0.07	21.13	38.943	40.586	4.951	30.335	20.642	5.997	0.558	0.697	14.435	4.184	86.233	2.486	11.281
8	10	1	3	0	1	0	1	3	4	7	263	0	22.356	41.185	46.526	0	40.181	17.523	5.438	0.604	0.604	16.918	5.438	82.759	1.724	15.517
